YEAR_MONTH,IEIF_index,log_returns,residuals
2016-06-01,2656.66,-0.012647313514377423,-0.1019677106500019
2016-07-01,2784.59,0.0481544495720192,-0.04116594756360528
2016-08-01,2815.1,0.010956729716044222,-0.07836366741958026
2016-09-01,2794.71,-0.007243081950907615,-0.0965634790865321
2016-10-01,2651.83,-0.05112516146576929,-0.14044555860139377
2016-11-01,2555.46,-0.03634094191558279,-0.12566133905120727
2016-12-01,2686.13,0.05113365108434498,-0.0381867460512795
2017-01-01,2588.36,-0.036398089444665715,-0.1257184865802902
2017-02-01,2601.5,0.0050765735832727366,-0.08424382355235174
2017-03-01,2689.8,0.03394195656352106,-0.05537844057210342
2017-04-01,2729.23,0.01465908245966241,-0.07466131467596207
2017-05-01,2811.75,0.03023563422650355,-0.05908476290912093
2017-06-01,2825.71,0.0049648795234285,-0.08435551761219598
2017-07-01,2785.68,-0.014166351111756015,-0.1034867482473805
2017-08-01,2819.97,0.012309382269320324,-0.07701101486630416
2017-09-01,2843.35,0.00829086834257109,-0.08102952879305339
2017-10-01,2852.35,0.003165280391087988,-0.08615511674453649
2017-11-01,2897.93,0.015979806124774232,-0.07334059101085025
2017-12-01,3001.42,0.035711697660054,-0.05360869947557048
2018-01-01,3028.06,0.008875798788573475,-0.080444598347051
2018-02-01,2853.86,-0.05752858265688254,-0.14684897979250702
2018-03-01,2838.42,-0.005410216338573082,-0.09473061347419756
2018-04-01,2925.33,0.03061914727207382,-0.05870124986355066
2018-05-01,2861.25,-0.02190522094943137,-0.11122561808505585
2018-06-01,2824.44,-0.012865006553079983,-0.10218540368870446
2018-07-01,2833.96,0.0033705796547280897,-0.08594981748089639
2018-08-01,2825.16,-0.0031051955567474865,-0.09242559269237197
2018-09-01,2756.17,-0.02441985586657036,-0.11374025300219484
2018-10-01,2605.0,-0.05484785045915164,-0.14416824759477612
2018-11-01,2519.19,-0.03294049904030705,-0.12226089617593153
2018-12-01,2355.85,-0.0648383011999889,-0.15415869833561338
2019-01-01,2575.29,0.09314684721013644,0.003826450074511961
2019-02-01,2644.97,0.027057146962089718,-0.06226325017353476
2019-03-01,2689.8,0.016949152542373058,-0.07237124459325142
2019-04-01,2719.43,0.011015688898802667,-0.07830470823682181
2019-05-01,2604.68,-0.04219634261591587,-0.13151673975154035
2019-06-01,2644.34,0.015226438564430289,-0.07409395857119419
2019-07-01,2588.02,-0.021298320185755282,-0.11061871732137976
2019-08-01,2641.29,0.020583303065664138,-0.06873709406996034
2019-09-01,2755.13,0.043100151819754906,-0.046220245315869574
2019-10-01,2898.33,0.05197576883849386,-0.037344628297130616
2019-11-01,2929.16,0.01063716001973547,-0.07868323711588901
2019-12-01,3020.33,0.03112496415354582,-0.05819543298207866
2020-01-01,2980.06,-0.013332980171040898,-0.10265337730666538
2020-02-01,2727.96,-0.08459561216888245,-0.17391600930450693
2020-03-01,1930.67,-0.29226601563072774,-0.3815864127663522
2020-04-01,1953.56,0.011855987817700475,-0.077464409317924
2020-05-01,1928.54,-0.012807387538647408,-0.10212778467427189
2020-06-01,1982.38,0.02791749198875837,-0.06140290514686611
2020-07-01,1828.05,-0.07785086613061076,-0.16717126326623524
2020-08-01,1799.9,-0.015398922348951016,-0.1047193194845755
2020-09-01,1652.85,-0.08169898327684877,-0.17101938041247325
2020-10-01,1550.75,-0.06177209063133371,-0.1510924877669582
2020-11-01,2103.7,0.3565694019023051,0.2672490047666807
2020-12-01,2188.45,0.0402861624756381,-0.04903423465998638
2021-01-01,2164.92,-0.010751902031117755,-0.10007229916674223
